ID;Nome Fantasia;Razão Social;CNPJ;Status Sintegra-RS;Segmento;CNAE Fiscal;Cidade;Endereço Completo;Bairro;CEP;Distância (km);Telefone;WhatsApp;E-mail;Possui Site?;Site / Website URL;Decisor;Porte;PDVs Estimados;Lead Score;Observações
CLI-REAL-0042;Mini Padaria Canto Doce;LUCIANO ZAMBENEDETTI LTDA;09.406.013/0001-30;Ativa;Padarias & Gastronomia;;Nova Boa Vista;ESTRADA SARANDI/NOVA BOA VISTA, S/N - LINHA PERAU;Interior;99580-000;11.0;(54) 9931-8491;555499318491;mini.padaria.nova.boa.vista@gmail.com;NÃO;Não possui site;Luciano Zambenedetti;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Padarias & Gastronomia em Nova Boa Vista-RS. Decisor(a): Luciano Zambenedetti. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0043;Noila Maria Artini;NOILA MARIA ARTINI;02.229.465/0001-44;Ativa;Lojas de Roupas & Calçados;;Nova Boa Vista;, ;Centro;99580-000;11.0;(54) 3361-1144;555433611144;noila.maria.artini.nova.boa.vista@outlook.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Lojas de Roupas & Calçados em Nova Boa Vista-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0044;Weber Tur;NILSON LUIZ WEBER & CIA LTDA;07.762.153/0001-15;Ativa;Transporte & Logística;;Nova Boa Vista;AVENIDA JACOB WAGNER SOBRINHO, SN;Centro;99580-000;11.0;(54) 9909-0769;555499090769;weber.tur.nova.boa.vista@hotmail.com;NÃO;Não possui site;Nilson Luiz Weber;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Nova Boa Vista-RS. Decisor(a): Nilson Luiz Weber. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0045;Agrotec Colheita;CASTOLDI, GEREVINI E SIGNORI LTDA.;08.852.961/0001-36;Ativa;Prestação de Serviços & Varejo;;Barra Funda;AVENIDA 24 DE MARCO, 1.851 - SALA 1;Centro;99585-000;11.5;(54) 3369-1155;555433691155;agrotec.colheita.barra.funda@gmail.com;NÃO;Não possui site;Aimar Luiz Signori;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Barra Funda-RS. Decisor(a): Aimar Luiz Signori. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0046;Anderson Zandona - Transportes;ANDERSON ZANDONA - TRANSPORTES;06.121.699/0001-24;Ativa;Autopeças & Oficinas;;Barra Funda;, ;1 De Maio;99585-000;11.5;(54) 3361-1124;555433611124;anderson.zandona.barra.funda@gmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Barra Funda-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0047;Barrinox;BARRINOX LTDA;04.716.397/0001-73;Ativa;Indústrias & Metalúrgicas;;Barra Funda;AVENIDA 24 DEMARCO, 1355;Centro;99585-000;11.5;(54) 3691-156;5554543691156;barrinox.barra.funda@outlook.com;NÃO;Não possui site;Marcos Neuhaus;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Indústrias & Metalúrgicas em Barra Funda-RS. Decisor(a): Marcos Neuhaus. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0048;Farcenter;DROGARIA FARCENTER LTDA;05.485.316/0001-34;Ativa;Farmácias & Drogarias;;Barra Funda;AVENIDA 24 DE MARCO, 850 - SALA 02;Centro;99585-000;11.5;(54) 3369-1409;555433691409;farcenter.barra.funda@hotmail.com;NÃO;Não possui site;Karina Bernardi Lousado;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Farmácias & Drogarias em Barra Funda-RS. Decisor(a): Karina Bernardi Lousado. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0049;Goias Auto Pecas;GOIAS AUTO PECAS LTDA;07.947.117/0001-26;Ativa;Autopeças & Oficinas;;Barra Funda;RODOVIA BR 386 KM 128, 18758;Pingo;99585-000;11.5;(54) 8439-2324;555484392324;goias.auto.pecas.barra.funda@gmail.com;NÃO;Não possui site;Fabiane Carla Giordani Martini;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Autopeças & Oficinas em Barra Funda-RS. Decisor(a): Fabiane Carla Giordani Martini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0050;Gp Veiculos;GELAIN E GELAIN LTDA;09.417.061/0001-23;Ativa;Transporte & Logística;;Barra Funda;RODOVIA BR 386 KM 128, SN - GALPAO;Posto Do Pingo;99585-000;11.5;(54) 3361-1612;555433611612;gp.veiculos.barra.funda@gmail.com;NÃO;Não possui site;Celso Gelain;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Barra Funda-RS. Decisor(a): Celso Gelain. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0051;Jz Terra;JZ TERRA TERRAPLENAGEM E COMERCIO DE MAQUINAS PESADAS LTDA;07.021.224/0001-29;Ativa;Prestação de Serviços & Varejo;;Barra Funda;RUA DA FONTE, 366 - CASA;Centro;99585-000;11.5;(54) 3361-1129;555433611129;jz.terra.barra.funda@outlook.com;NÃO;Não possui site;Jonathan Destri Piaia;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Barra Funda-RS. Decisor(a): Jonathan Destri Piaia. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0052;Maqbras;MAQBRAS - SERVICOS DE TERRAPLENAGEM LTDA;09.533.749/0001-79;Ativa;Prestação de Serviços & Varejo;;Barra Funda;RODOVIA ERS 569 KM 29.600, 1260 - FRENTE;Centro;99585-000;11.5;(54) 9926-8111;555499268111;maqbras.barra.funda@hotmail.com;NÃO;Não possui site;Charles Piaia;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Barra Funda-RS. Decisor(a): Charles Piaia. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0053;Mohn Shelly Pousada Bar;MOHN SHELLY POUSADA BAR LTDA;06.080.517/0001-14;Ativa;Prestação de Serviços & Varejo;;Barra Funda;RS 569, SN;Linha Agusso;99585-000;11.5;(54) 3361-1114;555433611114;mohn.shelly.barra.funda@gmail.com;NÃO;Não possui site;Catarina Aparecida Rodrigues;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Barra Funda-RS. Decisor(a): Catarina Aparecida Rodrigues. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0054;Neco Moveis;NECO COMERCIO DE MOVEIS LTDA;08.063.967/0001-24;Ativa;Móveis & Decoração;;Barra Funda;AVENIDA 24 DE MARCO, 817 - CASA;Centro;99585-000;11.5;(54) 3369-1403;555433691403;neco.moveis.barra.funda@gmail.com;NÃO;Não possui site;Alcides Novello;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Móveis & Decoração em Barra Funda-RS. Decisor(a): Alcides Novello. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0055;Sd Moveis;SIDNEI GARBOZZA LTDA;07.098.285/0001-94;Ativa;Móveis & Decoração;;Barra Funda;ESTRADA RS 569, 4380 - KM 33;Linha Agusso;99585-000;11.5;(54) 9122-5378;555491225378;sd.moveis.barra.funda@outlook.com;NÃO;Não possui site;Sidnei Garbozza;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Móveis & Decoração em Barra Funda-RS. Decisor(a): Sidnei Garbozza. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0056;Sucos Tolotti;TOLOTTI & CIA LTDA;05.371.648/0001-98;Ativa;Prestação de Serviços & Varejo;;Barra Funda;LINHA CARIJO, SN;Sede;99585-000;11.5;(54) 3361-1198;555433611198;sucos.tolotti.barra.funda@hotmail.com;NÃO;Não possui site;Marines Potrich Tolotti;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Barra Funda-RS. Decisor(a): Marines Potrich Tolotti. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0057;Tendencia Natural;OLNEIVA RIGO;04.054.032/0001-20;Ativa;Lojas de Roupas & Calçados;;Barra Funda;, ;Centro;99585-000;11.5;(54) 3361-1120;555433611120;tendencia.natural.barra.funda@gmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Lojas de Roupas & Calçados em Barra Funda-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0058;Terrasul Terraplenagem E Construcao;MAQTER MAQUINAS E TERRAPLENAGEM LTDA;03.084.612/0001-06;Ativa;Prestação de Serviços & Varejo;;Barra Funda;RODOVIA BR 386 KM 129, 18688;Do Pingo;99585-000;11.5;(54) 3369-1146;555433691146;terrasul.terraplenagem.construcao.barra.funda@gmail.com;NÃO;Não possui site;Elton Luiz Piaia;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Barra Funda-RS. Decisor(a): Elton Luiz Piaia. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0059;Transportes Castoldi;TRANSPORTES VITIAL LTDA;05.390.159/0001-83;Ativa;Transporte & Logística;;Barra Funda;AVENIDA 24 DE MARCO, 850;Centro;99585-000;11.5;(54) 3611-260;5554543611260;transportes.castoldi.barra.funda@outlook.com;NÃO;Não possui site;Thiago Andre Castoldi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Barra Funda-RS. Decisor(a): Thiago Andre Castoldi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0060;Transprtes Marcotto Ltda;L. MARCOTTO & CIA LTDA;10.562.355/0001-28;Ativa;Transporte & Logística;;Barra Funda;AVENIDA 24 DE MARCO, 459 - SALA 1;Centro;99585-000;11.5;(54) 3369-1155;555433691155;transprtes.marcotto.barra.funda@hotmail.com;NÃO;Não possui site;Lucindo Marcotto;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Barra Funda-RS. Decisor(a): Lucindo Marcotto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0061;Carrocerias Signor;J A SIGNOR LTDA;10.479.653/0001-59;Ativa;Prestação de Serviços & Varejo;;Rondinha;RUA SETE DE SETEMBRO, 208 - SALA;Centro;99590-000;12.9;(54) 3365-1101;555433651101;carrocerias.signor.rondinha@gmail.com;NÃO;Não possui site;Maria Rita Zorzi Signor;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Rondinha-RS. Decisor(a): Maria Rita Zorzi Signor. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0062;Distribuidora De Bebidas Gabi;GABRIEL PAULO SCARSI;08.239.735/0001-84;Ativa;Transporte & Logística;;Rondinha;, ;Centro;99590-000;12.9;(54) 3361-1184;555433611184;distribuidora.bebidas.gabi.rondinha@gmail.com;NÃO;Não possui site;Diretoria Comercial;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Transporte & Logística em Rondinha-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0063;Drogaria Formula Certa;G K N COMERCIO DE MEDICAMENTOS LTDA;08.380.843/0001-72;Ativa;Farmácias & Drogarias;;Rondinha;AVENIDA SARANDI, 546 - SALA 1;Centro;99590-000;12.9;(54) 3365-1015;555433651015;drogaria.formula.certa.rondinha@outlook.com;NÃO;Não possui site;Gilmar Luis Salami;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Farmácias & Drogarias em Rondinha-RS. Decisor(a): Gilmar Luis Salami. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0064;Gevania Moda Intima;GEVANIA FRIZON;02.542.072/0001-96;Ativa;Lojas de Roupas & Calçados;;Rondinha;, ;Centro;99590-000;12.9;(54) 3361-1196;555433611196;gevania.moda.intima.rondinha@hotmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Lojas de Roupas & Calçados em Rondinha-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0065;Jz - S Transportes E Comercio;ADELMO JOAO SIGNOR;07.370.713/0001-96;Ativa;Transporte & Logística;;Rondinha;, ;Centro;99590-000;12.9;(54) 3361-1196;555433611196;jz.rondinha@gmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Rondinha-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0066;Loja Center Lar;LOJA CENTER LAR LTDA;00.661.154/0001-24;Ativa;Móveis & Decoração;;Rondinha;RUA JULIO MAILHOS, 226 - SALA 2;Centro;99590-000;12.9;(54) 3365-1560;555433651560;loja.center.lar.rondinha@gmail.com;NÃO;Não possui site;Janes Miguelina Pertuzzatti;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Móveis & Decoração em Rondinha-RS. Decisor(a): Janes Miguelina Pertuzzatti. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0067;Mecanica Agricola Della Pasqua;MECANICA AGRICOLA DELLA PASQUA LTDA;03.597.441/0001-00;Ativa;Prestação de Serviços & Varejo;;Rondinha;RUA SETE DE SETEMBRO, 86 - PAVLH .;Centro;99590-000;12.9;(54) 3365-1243;555433651243;mecanica.agricola.rondinha@outlook.com;NÃO;Não possui site;Vicente Luis Della Pasqua;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Rondinha-RS. Decisor(a): Vicente Luis Della Pasqua. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0068;Mercado Mebal;MERCADO MEBAL LTDA;01.332.445/0001-31;Ativa;Supermercados & Mercearias;;Rondinha;RUA NOSSA SENHORA DO ROSARIO, 251 - SALA 03;Centro;99590-000;12.9;(54) 3365-1159;555433651159;mercado.mebal.rondinha@hotmail.com;NÃO;Não possui site;Teresinha Merlin Balbinot;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Supermercados & Mercearias em Rondinha-RS. Decisor(a): Teresinha Merlin Balbinot. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0069;Merlin Transportes;FOKSTUR TRANSPORTES LTDA;02.228.046/0001-98;Ativa;Transporte & Logística;;Rondinha;RUA SANTO ANTONIO, 70 - SALA .;Centro;99590-000;12.9;(54) 9998-0295;555499980295;merlin.transportes.rondinha@gmail.com;NÃO;Não possui site;Antonio Merlin;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Rondinha-RS. Decisor(a): Antonio Merlin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0070;Porto Bello Construtora E Engenharia;TRANSPORTE CONSTRUTORA COMERCIO E INDUSTRIA DE MATERIAIS DE CONSTRUCAO MENIN LTDA;08.075.353/0001-62;Ativa;Transporte & Logística;;Rondinha;AVENIDA SARANDI, SN - GALPAO;Centro;99590-000;12.9;(54) 3365-1309;555433651309;porto.bello.rondinha@gmail.com;NÃO;Não possui site;Cristian Luis Menin;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Transporte & Logística em Rondinha-RS. Decisor(a): Cristian Luis Menin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0071;R D - Tatotur;RONDI TUR TRANSPORTES LTDA;01.937.282/0001-10;Ativa;Transporte & Logística;;Rondinha;RUA JULIO MAILHOS, 494 - SALA 02;Centro;99590-000;12.9;(54) 3651-398;5554543651398;r.d.rondinha@outlook.com;NÃO;Não possui site;Volmar Da Silva Polachini;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Rondinha-RS. Decisor(a): Volmar Da Silva Polachini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0072;Rafael Eduardo Lago;RAFAEL EDUARDO LAGO;08.797.580/0001-00;Ativa;Prestação de Serviços & Varejo;;Rondinha;, ;Interior;99590-000;12.9;(54) 3361-1100;555433611100;rafael.eduardo.lago.rondinha@hotmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Rondinha-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0073;Restaurante Chapao Hotel Bharranco;RESTAURANTE E HOTEL TEDESCO LTDA;08.397.696/0001-43;Ativa;Padarias & Gastronomia;;Rondinha;OUTROS RS 404 KM 15, SN - SALA;Interior;99590-000;12.9;(54) 3365-1074;555433651074;restaurante.chapao.rondinha@gmail.com;NÃO;Não possui site;Rogerio Antonio Tedesco;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Padarias & Gastronomia em Rondinha-RS. Decisor(a): Rogerio Antonio Tedesco. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0074;Transportadora Sabia;TRANSPORTADORA SABIA LTDA;00.983.025/0001-52;Ativa;Transporte & Logística;;Rondinha;RUA PADRE EUGENIO, S/N;Centro;99590-000;12.9;(54) 3361-1152;555433611152;transportadora.sabia.rondinha@gmail.com;NÃO;Não possui site;Meire Terezinha Gobbi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Rondinha-RS. Decisor(a): Meire Terezinha Gobbi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0075;Agropecuaria Bratzely;AGROPECUARIA BRATZELY LTDA;07.249.149/0001-58;Ativa;Prestação de Serviços & Varejo;;Chapada;LOCALIDADE DE FAZENDINHA, S/N;Sao Miguel;99530-000;18.6;(54) 3361-1158;555433611158;agropecuaria.bratzely.chapada@outlook.com;NÃO;Não possui site;Verena Doroti Bratz Ely;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Verena Doroti Bratz Ely. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0076;Agropecuaria Elisa;AGROPECUARIA ELISA LTDA;04.878.892/0001-89;Ativa;Prestação de Serviços & Varejo;;Chapada;DISTRITO DE TESOURAS, SN;Interior;99530-000;18.6;(54) 3332-5320;555433325320;agropecuaria.elisa.chapada@hotmail.com;NÃO;Não possui site;Elisa Elvira Rietjens;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Elisa Elvira Rietjens. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0077;Anfelog Transportes E Logistica;ANFELOG TRANSPORTES E LOGISTICA LTDA;08.698.058/0001-62;Ativa;Prestação de Serviços & Varejo;;Chapada;RUA ALFREDO WINCK, 946;Centro;99530-000;18.6;(54) 3333-1131;555433331131;anfelog.transportes.logistica.chapada@gmail.com;NÃO;Não possui site;Andreus Alcides Catto;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Andreus Alcides Catto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0078;Berwig Motors;BERWIG MOTORS LTDA;09.089.439/0001-07;Ativa;Autopeças & Oficinas;;Chapada;RUA SANTOS DUMONT, 656;Centro;99530-000;18.6;(54) 9969-8603;555499698603;berwig.motors.chapada@gmail.com;NÃO;Não possui site;Guilherme Werberich Berwig;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Chapada-RS. Decisor(a): Guilherme Werberich Berwig. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0079;Dalmiro Automoveis;DALMIRO SOARES AUTOMOVEIS LTDA;06.896.094/0001-05;Ativa;Autopeças & Oficinas;;Chapada;RUA PADRE ANCHIETA, 1588;Santa Lucia;99530-000;18.6;(54) 3333-1327;555433331327;dalmiro.automoveis.chapada@outlook.com;NÃO;Não possui site;Dalmiro Soares;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Autopeças & Oficinas em Chapada-RS. Decisor(a): Dalmiro Soares. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0080;Deomir Antonio Baruffi;DEOMIR ANTONIO BARUFFI LTDA;06.050.708/0001-33;Ativa;Transporte & Logística;;Chapada;LINHA SAO FRANCISCO, S/N;Interior;99530-000;18.6;(54) 9662-4948;555496624948;deomir.antonio.baruffi.chapada@hotmail.com;NÃO;Não possui site;Deomir Antonio Baruffi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Chapada-RS. Decisor(a): Deomir Antonio Baruffi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0081;Fornari E Lazzarotto;FORNARI E LAZZAROTTO LTDA;09.400.182/0001-62;Ativa;Farmácias & Drogarias;;Chapada;RUA DA REPUBLICA, 233;Centro;99530-000;18.6;(54) 3333-1639;555433331639;fornari.lazzarotto.chapada@gmail.com;NÃO;Não possui site;Gustavo Fornari Signor;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Farmácias & Drogarias em Chapada-RS. Decisor(a): Gustavo Fornari Signor. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0082;Frajana Transportes;ELTON LUIZ MATTJIE LTDA;07.456.251/0001-24;Ativa;Transporte & Logística;;Chapada;RUA ALFREDO WINCK, 537;Centro;99530-000;18.6;(54) 3333-1464;555433331464;frajana.transportes.chapada@gmail.com;NÃO;Não possui site;Elton Luiz Mattjie;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Chapada-RS. Decisor(a): Elton Luiz Mattjie. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0083;Frigolara;FILIMBERTI FRIGORIFICO LTDA;10.347.693/0001-47;Ativa;Prestação de Serviços & Varejo;;Chapada;RODOVIA RS 330, S/N - KM 1.3;Linha;99530-000;18.6;(54) 9609-5004;555496095004;frigolara.chapada@outlook.com;NÃO;Não possui site;Rodrigo Filimberti;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Rodrigo Filimberti. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0084;Friolack;LATICINIO FRIOLACK LTDA EM RECUPERACAO JUDICIAL;04.531.177/0001-75;Ativa;Prestação de Serviços & Varejo;;Chapada;RODOVIA RS 330 KM 1,5, S/N;Linha Modelo;99530-000;18.6;(54) 4052-9228;555440529228;contato@friolack.com.br;SIM;https://www.friolack.com.br;Cristiano Giacomini;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Cristiano Giacomini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0085;G7 Cerealista;G7 CEREALISTA LTDA;08.968.249/0001-05;Ativa;Prestação de Serviços & Varejo;;Chapada;CAMINHO PERIMETRAL OSVALDO BALDUINO RICHTER, 1001;Riacho Doce;99530-000;18.6;(54) 9685-0356;555496850356;g7.cerealista.chapada@gmail.com;NÃO;Não possui site;Luis Carlos Rockenbach;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Luis Carlos Rockenbach. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0086;Gauer Comercio De Bebidas;GAUER COMERCIO DE BEBIDAS LTDA;07.125.828/0001-15;Ativa;Distribuidoras de Bebidas & Gás;;Chapada;RUA PADRE ANTONIO BUSCH, 628;Tesouras;99530-000;18.6;(54) 3333-8037;555433338037;gauer.comercio.bebidas.chapada@gmail.com;NÃO;Não possui site;Siloni Maria Adam Gauer;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Distribuidoras de Bebidas & Gás em Chapada-RS. Decisor(a): Siloni Maria Adam Gauer. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0087;Hofer Engenharia;HOFER ENGENHARIA LTDA;01.306.311/0001-46;Ativa;Materiais de Construção;;Chapada;RUA 7 DE SETEMBRO, 391 - PREDIO;Centro;99530-000;18.6;(54) 3333-1350;555433331350;hofer.engenharia.chapada@outlook.com;NÃO;Não possui site;Vitor Luiz Hofer;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Materiais de Construção em Chapada-RS. Decisor(a): Vitor Luiz Hofer. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0088;Kerber Comercio De Material De Construcao;KERBER COMERCIO DE MATERIAL DE CONSTRUCAO LTDA;10.303.777/0001-89;Ativa;Materiais de Construção;;Chapada;RUA SETE DE SETEMBRO, 615;Centro;99530-000;18.6;(54) 3333-1344;555433331344;kerber.comercio.chapada@hotmail.com;NÃO;Não possui site;Roger Alex Kerber;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Materiais de Construção em Chapada-RS. Decisor(a): Roger Alex Kerber. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0089;Lara Alimentos;INDUSTRIA DE EMBUTIDOS CHAPADENSE LTDA;02.630.730/0001-00;Ativa;Prestação de Serviços & Varejo;;Chapada;RODOVIA RS 330 KM 1,5 LINHA MODELO, 00;Linha Modelo;99530-000;18.6;(54) 9609-5005;555496095005;lara.alimentos.chapada@gmail.com;NÃO;Não possui site;Adriana Beatriz Hanauer;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Adriana Beatriz Hanauer. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0090;Lisboauto Pecas E Transportes;LISBOAUTO PECAS E TRANSPORTES LTDA;05.817.211/0001-35;Ativa;Transporte & Logística;;Chapada;RUA LIBERATO SALZANO, 48 - SALA 01;Centro;99530-000;18.6;(54) 3333-1201;555433331201;lisboauto.pecas.transportes.chapada@gmail.com;NÃO;Não possui site;Celso Jose De Oliveira Lisboa;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Chapada-RS. Decisor(a): Celso Jose De Oliveira Lisboa. Dados verificados na Receita Federal e Sintegra-RS.
